DutyType,Source,SerialNumber,Year,Make,Model,SalesPrice,SaleDate,Location,AuctionCompany,Mileage,Condition,Hours,PumpMeters,Notes,Category1,Category2,Category3,Category4,StockNumber,SeparatorHours,Horsepower,Drive,Width,Spacing,Rows,Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,505316,2004,DEERE,200CLC,57000,5/24/2011 12:00:00 AM,"SACRAMENTO, CA",RITCHIE BROS. AUCTIONEERS INTL,,,4311,,"HYD Q/C BKT W/HYD THUMB, 9'6 STICK", A/C, AUX HYD,4,"311 HRS. """"YD Q/C BKT W/HYD THUMB"," 9'6"" STIC""""D Q/C""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,504186,2003,DEERE,200CLC,54000,6/3/2011 12:00:00 AM,"MORRILTON, AR",RITCHIE BROS. AUCTIONEERS INTL,,,5429,,"BKT, 9'6 STICK", A/C, AUX HYD,5,"429 HRS. """"KT"," 9'6"" STICK", A/C, AUX HYD,5,"4""""T"," 9'6"" STICK", A/C," AUX H"""""," 9'6"" STICK", A/C," 9'6"" STICK","9'6"" ST""""'6""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,501106,2000,DEERE,200CLC,35000,6/3/2011 12:00:00 AM,"MORRILTON, AR",RITCHIE BROS. AUCTIONEERS INTL,,,12152,,"BKT, 9'6 STICK", A/C, AUX HYD,12,"152 HRS. """"KT"," 9'6"" STICK", A/C, AUX HYD,12,"1""""T"," 9'6"" STICK", A/C," AUX HY"""""," 9'6"" STICK", A/C," """" 9'6"" STICK"," """"9'6"" STI""""'6"" """"6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,506738,2005,DEERE,200CLC,51000,5/25/2011 12:00:00 AM,"PHILADELPHIA, MS",DEANCO AUCTION COMPANY,,,4296,,42 BKT, HYD THUMB," 9'6"" STICK", CAB W/AIR,4,"296 HRS. """"2"" BKT", HYD THUMB," 9'6"" STICK", CAB W/AIR,4,"296 HRS"""""" BKT", HYD THUMB," 9'6"" STICK", CAB W/AIR,4,"296 HR"""" BKT", HYD THUMB," 9'6"" STICK", CAB W/AIR,4,"296 HR""""BKT", HYD THUMB," 9'6"" STICK",KT," HYD""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,505071,2004,DEERE,200CLC,60000,5/25/2011 12:00:00 AM,"PHILADELPHIA, MS",DEANCO AUCTION COMPANY,,,4604,,42 BKT, HYD THUMB, CAB W/AIR,4,"604 HRS. """"2"" BKT", HYD THUMB, CAB W/AIR,4,"604 HRS"""""" BKT", HYD THUMB, CAB W/AIR,4,"604 HR"""" BKT", HYD THUMB, CAB W/AIR,4,"604 HR""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,506347,2005,DEERE,200CLC,56000,6/2/2011 12:00:00 AM,"NASHVILLE, TN",RITCHIE BROS. AUCTIONEERS INTL,,,3796,,"BKT, 9'6 STICK", A/C, AUX HYD,3,"796 HRS. """"KT"," 9'6"" STICK", A/C, AUX HYD,3,"7""""T"," 9'6"" STICK", A/C," AUX H"""""," 9'6"" STICK", A/C," 9'6"" STICK","9'6"" ST""""'6""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,506701,2005,DEERE,200CLC,62500,6/7/2011 12:00:00 AM,"LAFAYETTE, LA",CAT AUCTION SERVICES,,,,,42 BKT, MANUAL COUPLER," 18'8"" BOOM"," 9'7"" STICK", CAB W/AIR," 31.5"" TBG PADS. """"2"" BKT", MANUAL COUPLER," 18'8"" BOOM"," 9'7"" STICK", CAB W/AIR," 31.5"" TBG PADS"""""" BKT", MANUAL COUPLER," 18'8"" BOOM"," 9'7"" STICK", CAB W/AIR," 31.5"" TBG PAD"""" BKT", MANUAL COUPLER," 18'8"" BOOM"," 9'7"" STICK", CAB W/AIR," 31.5"" TBG PAD""""BKT", MANUAL COUPLER," 18'8"" BOOM"," 9'7"" STICK""""KT"," MANUAL COUPLE""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,501482,2000,DEERE,200LC,40000,5/6/2011 12:00:00 AM,"LOS ANGELES, CA",RITCHIE BROS. AUCTIONEERS INTL,,,9918,,"BKT, HYD THUMB, 9'6 STICK", A/C, AUX HYD,9,"918 HRS. """"KT", HYD THUMB," 9'6"" STICK", A/C," A""""T", HYD THUMB," """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,50695,1998,DEERE,200LC,27500,5/24/2011 12:00:00 AM,"SACRAMENTO, CA",RITCHIE BROS. AUCTIONEERS INTL,,,9507,,"Q/C BKT W/HYD THUMB, 9'6 STICK", AUX HYD,9,"507 HRS. """"/C BKT W/HYD THUMB"," 9'6"" STI""""C BK""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,500915,1999,DEERE,200LC,40000,6/3/2011 12:00:00 AM,"MORRILTON, AR",RITCHIE BROS. AUCTIONEERS INTL,,,7876,,"BKT, HYD THUMB, 9'6 STICK", A/C, AUX HYD,7,"876 HRS. """"KT", HYD THUMB," 9'6"" STICK", A/C," A""""T", HYD THUMB," """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,51008,1999,DEERE,200LC,39000,6/3/2011 12:00:00 AM,"MORRILTON, AR",RITCHIE BROS. AUCTIONEERS INTL,,,10051,,"BKT, HYD THUMB, Q/C, 9'6 STICK", A/C, AUX HYD,10,"051 HRS. """"KT", HYD THUMB, Q/C," 9'6"" STICK"," A/""""T"," HYD THU""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,50824,1998,DEERE,200LC,32500,5/25/2011 12:00:00 AM,"PHILADELPHIA, MS",DEANCO AUCTION COMPANY,,,,,"THUMB, STD STICK, CAB W/AIR. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,400008,2005,DEERE,210CW,80000,6/7/2011 12:00:00 AM,"NORTH EAST, MD",RITCHIE BROS. AUCTIONEERS INTL,,,4085,,"4X4, MOBILE, Q/C BKT, 9'6 STICK", BLADE, HYD OUTRIGGERS, A/C,4,"085 HRS. """"X4", MOBILE, Q/C BKT," 9'6"" STICK", BLADE," HYD OUT""""4", MOBILE, Q/C BKT," 9'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,603608,2004,DEERE,230CL,41392,5/12/2011 12:00:00 AM,"CALEDON, ON",LVG AUCTIONS,,,6865,,"2.35 YD BKT, 6,865 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,603874,2005,DEERE,230CLC,44000,4/20/2011 12:00:00 AM,"ALBUQUERQUE, NM",CAT AUCTION SERVICES,,,,,40 GP BKT," 9'10"" STICK"," 19'9"" BOOM", CAB W/AIR, AUX HYD," 31.5"" TBG PADS. """"0"" GP BKT"," 9'10"" STICK"," 19'9"" BOOM", CAB W/AIR, AUX HYD," 31.5"" TBG PADS"""""" GP BKT"," 9'10"" STICK"," 19'9"" BOOM", CAB W/AIR, AUX HYD," 31.5"" TBG PAD"""" GP BKT"," 9'10"" STICK"," 19'9"" BOOM", CAB W/AIR, AUX HYD," 31.5"" TBG PAD""""GP BKT"," 9'10"" STICK"," 19'9"" BOOM", CAB W/AIR, AUX HYD," """"P BKT"," 9'10"" STICK"," 19'9"" BOOM"," CAB W/AI"""" BKT"," 9'10"" STICK"," 19'9"" BOO""""BKT"," 9'10"" STICK",KT," 9'1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,603834,2005,DEERE,230CLC,53000,5/10/2011 12:00:00 AM,"DALLAS, TX",CAT AUCTION SERVICES,,,,,36 BKT," 10'5"" STICK"," 19'9"" BOOM", CAB W/AIR," 31.5"" TBG PADS. """"6"" BKT"," 10'5"" STICK"," 19'9"" BOOM", CAB W/AIR," 31.5"" TBG PADS"""""" BKT"," 10'5"" STICK"," 19'9"" BOOM", CAB W/AIR," 31.5"" TBG PAD"""" BKT"," 10'5"" STICK"," 19'9"" BOOM", CAB W/AIR," 31.5"" TBG PAD""""BKT"," 10'5"" STICK"," 19'9"" BOOM", CAB W/AIR," 31.""""KT"," 10'5"" STICK"," 19'9"" BOOM"," CAB W""""T"," 10'5"" STICK"," 19'9"" BOO"""""," 10'5"" STICK"," 19"""" 10'5"" STI""""10'5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,603003,2003,DEERE,230CLC,39000,4/19/2011 12:00:00 AM,"SALT LAKE CITY, UT",RITCHIE BROS. AUCTIONEERS INTL,,,5868,,"HYD Q/C BKT, 11'10 STICK", A/C,5,"868 HRS. """"YD Q/C BKT"," 11'10"" STICK""""D Q/C """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,600681,2000,DEERE,230CLC,30000,4/19/2011 12:00:00 AM,"SALT LAKE CITY, UT",RITCHIE BROS. AUCTIONEERS INTL,,,8227,,"HYD Q/C BKT, 11'10 STICK", A/C, AUX HYD,8,"227 HRS. """"YD Q/C BKT"," 11'10"" STICK", A/C," AU""""D Q/C BKT"," 11'1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,603443,2004,DEERE,230CLC,65000,6/3/2011 12:00:00 AM,"MORRILTON, AR",RITCHIE BROS. AUCTIONEERS INTL,,,4153,,"BKT, 11'6 STICK", A/C, AUX HYD,4,"153 HRS. """"KT"," 11'6"" STICK", A/C, AUX HYD,4,T," 11'6"" STICK", A/C," AUX"""""," 11'6"" STICK"," A"""" 11'6"" ST""""11'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,603382,2003,DEERE,230CLC,47000,6/3/2011 12:00:00 AM,"MORRILTON, AR",RITCHIE BROS. AUCTIONEERS INTL,,,6225,,"BKT, 9'6 STICK", A/C, AUX HYD,6,"225 HRS. """"KT"," 9'6"" STICK", A/C, AUX HYD,6,"2""""T"," 9'6"" STICK", A/C," AUX H"""""," 9'6"" STICK", A/C," 9'6"" STICK","9'6"" ST""""'6""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,60350,1999,DEERE,230LC,19000,4/19/2011 12:00:00 AM,"SALT LAKE CITY, UT",RITCHIE BROS. AUCTIONEERS INTL,,,15097,,"HYD Q/C BKT, 12' STICK, A/C, 15,097 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,600152,1998,DEERE,230LC,32000,6/4/2011 12:00:00 AM,"LEBANON, TN","RITCHASON AUCTIONEERS, INC.",,,10520,,60 CP BKT W/SIDE CUTTERS," 24"" BKT",10,"520 HRS. """"0"" CP BKT W/SIDE CUTTERS"," 24"" BKT",10,"520 HRS"""""" CP BKT W/SIDE CUTTERS"," 24"" BKT",10,"520 HR"""" CP BKT W/SIDE CUTTERS"," 24"" BKT",10,"520 HR""""CP BKT W/SIDE C""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,605431,2007,DEERE,240DLC,112500,5/26/2011 12:00:00 AM,"CHICAGO, IL",RITCHIE BROS. AUCTIONEERS INTL,,,1308,,"Q/C BKT, 10' STICK, A/C, 1,308 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,605363,2007,DEERE,240DLC,75000,5/26/2011 12:00:00 AM,"CHICAGO, IL",RITCHIE BROS. AUCTIONEERS INTL,,,3159,,"Q/C BKT, 11'10 STICK", CAB W/AIR,3,"159 HRS. """"/C BKT"," 11'10"" STICK"," CAB W/AI""""C BKT"," 11'10"" ST"""" BK""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,702039,2004,DEERE,270CLC,63000,4/7/2011 12:00:00 AM,"LIVINGSTON, LA",HENDERSON AUCTIONS,,,,,"DIG BKT, LONG REACH BOOM, EROPS, TBG PADS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,702510,2005,DEERE,270CLC,48000,4/20/2011 12:00:00 AM,"ALBUQUERQUE, NM",CAT AUCTION SERVICES,,,,,36 GP BKT," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," 31.5"" TBG PADS. """"6"" GP BKT"," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," 31.5"" TBG PADS"""""" GP BKT"," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," 31.5"" TBG PAD"""" GP BKT"," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," 31.5"" TBG PAD""""GP BKT"," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," """"P BKT"," 10'2"" STICK"," 20'4"" BOOM"," CAB W/AI"""" BKT"," 10'2"" STICK"," 20'4"" BOO""""BKT"," 10'2"" STICK",KT," 10'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,702102,2004,DEERE,270CLC,47500,4/20/2011 12:00:00 AM,"ALBUQUERQUE, NM",CAT AUCTION SERVICES,,,,,22 GP BKT," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," 27.5"" TBG PADS. """"2"" GP BKT"," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," 27.5"" TBG PADS"""""" GP BKT"," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," 27.5"" TBG PAD"""" GP BKT"," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," 27.5"" TBG PAD""""GP BKT"," 10'2"" STICK"," 20'4"" BOOM", CAB W/AIR, AUX HYD," """"P BKT"," 10'2"" STICK"," 20'4"" BOOM"," CAB W/AI"""" BKT"," 10'2"" STICK"," 20'4"" BOO""""BKT"," 10'2"" STICK",KT," 10'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,702221,2004,DEERE,270CLC,49000,4/28/2011 12:00:00 AM,"LUMBERTON, NC",LLOYD MEEKINS & SONS AUCTION,,,7139,,CP 48 BKT, CP Q/C, CAB W/AIR, PLUMBED AUX HYD, LIGHT PKG," 32"" PADS",7,"139 HRS. """"P 48"" BKT", CP Q/C, CAB W/AIR, PLUMBED AUX HYD, LIGHT PKG," 32"" PADS",7,"139 """" 48"" BKT", CP Q/C, CAB W/AIR, PLUMBED AUX HYD, LIGHT PKG," 32"" PADS",7,"48"" BKT", CP Q/C, CAB W/AIR, PLUMBED AUX HYD, LIGHT PKG," 32"" PADS","8"" BKT", CP Q/C, CAB W/AIR, PLUMBED AUX HYD, LIGHT PKG," 32"" PAD"""""" BKT", CP Q/C, CAB W/AIR, PLUMBED AUX HYD, LIGHT PKG," 32"" PA"""" BKT", CP Q/C, CAB W/AIR, PLUMBED AUX HYD, LIGHT PKG," 32"" PA""""BKT""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
